assault_rate_2014,assault_rate_2015,assault_rate_2016,assault_rate_2017,assault_rate_2018,assault_rate_2019,assault_rate_2020,assault_rate_2021,assault_rate_2022
395.0146484,484.2158203,449.687561,457.678833,409.7688904,498.5679321,424.9585266,520.7801514,602.7397461
